sample,mouse.ID,Diet,Batch,age.wks,age.approx.wks,Age (month),Cage,Cohort,Age_bins,Age group
DO_20_1016_044w,DO-20-1016,20,1,44,44,10,3300,G22W1,6-12 months,8/10/16 months
DO_1D_3081_022w,DO-1D-3081,1D,58,22,21,5,5093,G24W2,<=5 months,5 months
DO_1D_3082_069w,DO-1D-3082,1D,63,69,69,16,5093,G24W2,13-18 months,8/10/16 months
DO_1D_3082_022w,DO-1D-3082,1D,58,22,21,5,5093,G24W2,<=5 months,5 months
DO_1D_3132_069w,DO-1D-3132,1D,90,69,69,16,6188,G27W1,13-18 months,8/10/16 months
DO_1D_3132_021w,DO-1D-3132,1D,85,21,21,5,6188,G27W1,<=5 months,5 months
DO_2D_4108_121w,DO-2D-4108,2D,81,121,121,28,5845,G26W1,25-30 months,22/28 months
DO_2D_4108_044w,DO-2D-4108,2D,72,44,44,10,5845,G26W1,6-12 months,8/10/16 months
DO_2D_4108_096w,DO-2D-4108,2D,74,96,96,22,5845,G26W1,19-24 months,22/28 months
DO_2D_4108_069w,DO-2D-4108,2D,73,69,69,16,5845,G26W1,13-18 months,8/10/16 months
DO_2D_4108_021w,DO-2D-4108,2D,69,21,21,5,5845,G26W1,<=5 months,5 months
DO_40_2192_021w,DO-40-2192,40,120,21,21,5,6536,G28W2,<=5 months,5 months
DO_40_2192_096w,DO-40-2192,40,126,96,96,22,6536,G28W2,19-24 months,22/28 months
DO_40_2192_044w,DO-40-2192,40,121,44,44,10,6536,G28W2,6-12 months,8/10/16 months
DO_40_2192_122w,DO-40-2192,40,127,122,121,28,6536,G28W2,25-30 months,22/28 months
DO_40_2192_069w,DO-40-2192,40,124,69,69,16,6536,G28W2,13-18 months,8/10/16 months
DO_AL_0038_069w,DO-AL-0038,AL,25,69,69,16,4104,G23W1,13-18 months,8/10/16 months
DO_AL_0038_023w,DO-AL-0038,AL,17,23,21,5,4104,G23W1,<=5 months,5 months
DO_40_2033_044w,DO-40-2033,40,23,44,44,10,4108,G23W1,6-12 months,8/10/16 months
DO_40_2033_069w,DO-40-2033,40,25,69,69,16,4108,G23W1,13-18 months,8/10/16 months
DO_40_2123_096w,DO-40-2123,40,79,96,96,22,5883,G26W2,19-24 months,22/28 months
DO_40_2123_044w,DO-40-2123,40,77,44,44,10,5883,G26W2,6-12 months,8/10/16 months
DO_40_2123_021w,DO-40-2123,40,76,21,21,5,5883,G26W2,<=5 months,5 months
DO_40_2123_120w,DO-40-2123,40,80,120,121,28,5883,G26W2,25-30 months,22/28 months
DO_40_2121_044w,DO-40-2121,40,77,44,44,10,5883,G26W2,6-12 months,8/10/16 months
DO_40_2121_021w,DO-40-2121,40,76,21,21,5,5883,G26W2,<=5 months,5 months
DO_2D_4046_096w,DO-2D-4046,2D,29,96,96,22,4115,G23W1,19-24 months,22/28 months
DO_2D_4046_121w,DO-2D-4046,2D,29,121,121,28,4115,G23W1,25-30 months,22/28 months
DO_AL_0188_021w,DO-AL-0188,AL,118,21,21,5,6532,G28W2,<=5 months,5 months
DO_AL_0188_122w,DO-AL-0188,AL,127,122,121,28,6532,G28W2,25-30 months,22/28 months
DO_40_2139_069w,DO-40-2139,40,90,69,69,16,6187,G27W1,13-18 months,8/10/16 months
DO_40_2139_021w,DO-40-2139,40,84,21,21,5,6187,G27W1,<=5 months,5 months
DO_40_2139_044w,DO-40-2139,40,87,44,44,10,6187,G27W1,6-12 months,8/10/16 months
DO_40_2176_121w,DO-40-2176,40,116,121,121,28,6474,G28W1,25-30 months,22/28 months
DO_40_2176_148w,DO-40-2176,40,117,148,148,34,6474,G28W1,>=31 months,34+months
DO_40_2176_021w,DO-40-2176,40,109,21,21,5,6474,G28W1,<=5 months,5 months
DO_40_2176_069w,DO-40-2176,40,114,69,69,16,6474,G28W1,13-18 months,8/10/16 months
DO_20_1132_044w,DO-20-1132,20,86,44,44,10,6184,G27W1,6-12 months,8/10/16 months
DO_20_1132_121w,DO-20-1132,20,94,121,121,28,6184,G27W1,25-30 months,22/28 months
DO_20_1132_096w,DO-20-1132,20,92,96,96,22,6184,G27W1,19-24 months,22/28 months
DO_20_1132_021w,DO-20-1132,20,83,21,21,5,6184,G27W1,<=5 months,5 months
DO_2D_4114_044w,DO-2D-4114,2D,77,44,44,10,5886,G26W2,6-12 months,8/10/16 months
DO_2D_4114_120w,DO-2D-4114,2D,80,120,121,28,5886,G26W2,25-30 months,22/28 months
DO_2D_4114_096w,DO-2D-4114,2D,79,96,96,22,5886,G26W2,19-24 months,22/28 months
DO_2D_4114_148w,DO-2D-4114,2D,82,148,148,34,5886,G26W2,>=31 months,34+months
DO_2D_4114_021w,DO-2D-4114,2D,76,21,21,5,5886,G26W2,<=5 months,5 months
DO_2D_4114_069w,DO-2D-4114,2D,78,69,69,16,5886,G26W2,13-18 months,8/10/16 months
DO_2D_4188_069w,DO-2D-4188,2D,125,69,69,16,6540,G28W2,13-18 months,8/10/16 months
DO_40_2024_201w,DO-40-2024,40,16,201,200,46,3393,G22W2,>=31 months,34+months
DO_40_2024_069w,DO-40-2024,40,12,69,69,16,3393,G22W2,13-18 months,8/10/16 months
DO_40_2024_174w,DO-40-2024,40,16,174,174,40,3393,G22W2,>=31 months,34+months
DO_40_2024_121w,DO-40-2024,40,15,121,121,28,3393,G22W2,25-30 months,22/28 months
DO_40_2024_097w,DO-40-2024,40,14,97,96,22,3393,G22W2,19-24 months,22/28 months
DO_40_2024_043w,DO-40-2024,40,11,43,44,10,3393,G22W2,6-12 months,8/10/16 months
DO_40_2024_035w,DO-40-2024,40,9,35,35,8,3393,G22W2,6-12 months,8/10/16 months
DO_40_2024_148w,DO-40-2024,40,15,148,148,34,3393,G22W2,>=31 months,34+months
DO_1D_3057_096w,DO-1D-3057,1D,43,96,96,22,4341,G23W2,19-24 months,22/28 months
DO_1D_3057_121w,DO-1D-3057,1D,45,121,121,28,4341,G23W2,25-30 months,22/28 months
DO_1D_3057_020w,DO-1D-3057,1D,34,20,21,5,4341,G23W2,<=5 months,5 months
DO_40_2174_097w,DO-40-2174,40,115,97,96,22,6474,G28W1,19-24 months,22/28 months
DO_40_2174_148w,DO-40-2174,40,117,148,148,34,6474,G28W1,>=31 months,34+months
DO_40_2174_069w,DO-40-2174,40,114,69,69,16,6474,G28W1,13-18 months,8/10/16 months
DO_40_2174_121w,DO-40-2174,40,116,121,121,28,6474,G28W1,25-30 months,22/28 months
DO_40_2174_021w,DO-40-2174,40,109,21,21,5,6474,G28W1,<=5 months,5 months
DO_2D_4147_096w,DO-2D-4147,2D,103,96,96,22,6299,G27W2,19-24 months,22/28 months
DO_2D_4147_021w,DO-2D-4147,2D,97,21,21,5,6299,G27W2,<=5 months,5 months
DO_2D_4147_069w,DO-2D-4147,2D,101,69,69,16,6299,G27W2,13-18 months,8/10/16 months
DO_40_2097_020w,DO-40-2097,40,69,20,21,5,5840,G26W1,<=5 months,5 months
DO_40_2097_148w,DO-40-2097,40,74,148,148,34,5840,G26W1,>=31 months,34+months
DO_40_2097_096w,DO-40-2097,40,74,96,96,22,5840,G26W1,19-24 months,22/28 months
DO_40_2097_044w,DO-40-2097,40,70,44,44,10,5840,G26W1,6-12 months,8/10/16 months
DO_AL_0082_022w,DO-AL-0082,AL,56,22,21,5,5076,G24W2,<=5 months,5 months
DO_20_1121_044w,DO-20-1121,20,77,44,44,10,5881,G26W2,6-12 months,8/10/16 months
DO_20_1121_021w,DO-20-1121,20,75,21,21,5,5881,G26W2,<=5 months,5 months
DO_40_2065_095w,DO-40-2065,40,53,95,96,22,4974,G24W1,19-24 months,22/28 months
DO_40_2065_068w,DO-40-2065,40,51,68,69,16,4974,G24W1,13-18 months,8/10/16 months
DO_40_2065_148w,DO-40-2065,40,56,148,148,34,4974,G24W1,>=31 months,34+months
DO_40_2065_021w,DO-40-2065,40,46,21,21,5,4974,G24W1,<=5 months,5 months
DO_40_2065_120w,DO-40-2065,40,55,120,121,28,4974,G24W1,25-30 months,22/28 months
DO_1D_3010_069w,DO-1D-3010,1D,5,69,69,16,3311,G22W1,13-18 months,8/10/16 months
DO_1D_3010_097w,DO-1D-3010,1D,6,97,96,22,3311,G22W1,19-24 months,22/28 months
DO_1D_3010_148w,DO-1D-3010,1D,7,148,148,34,3311,G22W1,>=31 months,34+months
DO_1D_3010_044w,DO-1D-3010,1D,2,44,44,10,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3010_038w,DO-1D-3010,1D,4,38,35,8,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3010_121w,DO-1D-3010,1D,6,121,121,28,3311,G22W1,25-30 months,22/28 months
DO_2D_4112_069w,DO-2D-4112,2D,74,69,69,16,5845,G26W1,13-18 months,8/10/16 months
DO_2D_4112_021w,DO-2D-4112,2D,70,21,21,5,5845,G26W1,<=5 months,5 months
DO_2D_4112_044w,DO-2D-4112,2D,72,44,44,10,5845,G26W1,6-12 months,8/10/16 months
DO_2D_4080_044w,DO-2D-4080,2D,50,44,44,10,4979,G24W1,6-12 months,8/10/16 months
DO_2D_4080_021w,DO-2D-4080,2D,48,21,21,5,4979,G24W1,<=5 months,5 months
DO_2D_4080_095w,DO-2D-4080,2D,54,95,96,22,4979,G24W1,19-24 months,22/28 months
DO_2D_4080_068w,DO-2D-4080,2D,52,68,69,16,4979,G24W1,13-18 months,8/10/16 months
DO_1D_3059_096w,DO-1D-3059,1D,43,96,96,22,4341,G23W2,19-24 months,22/28 months
DO_1D_3059_020w,DO-1D-3059,1D,34,20,21,5,4341,G23W2,<=5 months,5 months
DO_1D_3186_021w,DO-1D-3186,1D,120,21,21,5,6538,G28W2,<=5 months,5 months
DO_1D_3186_069w,DO-1D-3186,1D,124,69,69,16,6538,G28W2,13-18 months,8/10/16 months
DO_1D_3186_044w,DO-1D-3186,1D,121,44,44,10,6538,G28W2,6-12 months,8/10/16 months
DO_AL_0028_069w,DO-AL-0028,AL,12,69,69,16,3390,G22W2,13-18 months,8/10/16 months
DO_AL_0028_121w,DO-AL-0028,AL,15,121,121,28,3390,G22W2,25-30 months,22/28 months
DO_AL_0028_043w,DO-AL-0028,AL,10,43,44,10,3390,G22W2,6-12 months,8/10/16 months
DO_AL_0028_097w,DO-AL-0028,AL,13,97,96,22,3390,G22W2,19-24 months,22/28 months
DO_AL_0028_035w,DO-AL-0028,AL,9,35,35,8,3390,G22W2,6-12 months,8/10/16 months
DO_20_1092_022w,DO-20-1092,20,57,22,21,5,5082,G24W2,<=5 months,5 months
DO_1D_3041_069w,DO-1D-3041,1D,25,69,69,16,4113,G23W1,13-18 months,8/10/16 months
DO_1D_3041_044w,DO-1D-3041,1D,23,44,44,10,4113,G23W1,6-12 months,8/10/16 months
DO_1D_3041_023w,DO-1D-3041,1D,19,23,21,5,4113,G23W1,<=5 months,5 months
DO_2D_4138_021w,DO-2D-4138,2D,85,21,21,5,6191,G27W1,<=5 months,5 months
DO_2D_4138_044w,DO-2D-4138,2D,88,44,44,10,6191,G27W1,6-12 months,8/10/16 months
DO_2D_4187_069w,DO-2D-4187,2D,125,69,69,16,6540,G28W2,13-18 months,8/10/16 months
DO_2D_4063_096w,DO-2D-4063,2D,43,96,96,22,4336,G23W2,19-24 months,22/28 months
DO_2D_4063_044w,DO-2D-4063,2D,37,44,44,10,4336,G23W2,6-12 months,8/10/16 months
DO_2D_4063_020w,DO-2D-4063,2D,35,20,21,5,4336,G23W2,<=5 months,5 months
DO_20_1157_096w,DO-20-1157,20,102,96,96,22,6304,G27W2,19-24 months,22/28 months
DO_20_1157_174w,DO-20-1157,20,129,174,174,40,6304,G27W2,>=31 months,34+months
DO_20_1157_044w,DO-20-1157,20,99,44,44,10,6304,G27W2,6-12 months,8/10/16 months
DO_20_1157_069w,DO-20-1157,20,100,69,69,16,6304,G27W2,13-18 months,8/10/16 months
DO_20_1157_021w,DO-20-1157,20,96,21,21,5,6304,G27W2,<=5 months,5 months
DO_40_2138_021w,DO-40-2138,40,84,21,21,5,6187,G27W1,<=5 months,5 months
DO_40_2138_044w,DO-40-2138,40,87,44,44,10,6187,G27W1,6-12 months,8/10/16 months
DO_40_2138_069w,DO-40-2138,40,90,69,69,16,6187,G27W1,13-18 months,8/10/16 months
DO_20_1168_021w,DO-20-1168,20,108,21,21,5,6471,G28W1,<=5 months,5 months
DO_20_1168_121w,DO-20-1168,20,116,121,121,28,6471,G28W1,25-30 months,22/28 months
DO_20_1168_148w,DO-20-1168,20,117,148,148,34,6471,G28W1,>=31 months,34+months
DO_20_1168_044w,DO-20-1168,20,111,44,44,10,6471,G28W1,6-12 months,8/10/16 months
DO_20_1115_069w,DO-20-1115,20,78,69,69,16,5880,G26W2,13-18 months,8/10/16 months
DO_20_1115_021w,DO-20-1115,20,75,21,21,5,5880,G26W2,<=5 months,5 months
DO_20_1115_044w,DO-20-1115,20,77,44,44,10,5880,G26W2,6-12 months,8/10/16 months
DO_1D_3031_069w,DO-1D-3031,1D,13,69,69,16,3396,G22W2,13-18 months,8/10/16 months
DO_1D_3031_121w,DO-1D-3031,1D,15,121,121,28,3396,G22W2,25-30 months,22/28 months
DO_1D_3031_035w,DO-1D-3031,1D,10,35,35,8,3396,G22W2,6-12 months,8/10/16 months
DO_1D_3015_038w,DO-1D-3015,1D,4,38,35,8,3311,G22W1,6-12 months,8/10/16 months
DO_20_1133_044w,DO-20-1133,20,86,44,44,10,6184,G27W1,6-12 months,8/10/16 months
DO_20_1133_096w,DO-20-1133,20,92,96,96,22,6184,G27W1,19-24 months,22/28 months
DO_20_1133_069w,DO-20-1133,20,89,69,69,16,6184,G27W1,13-18 months,8/10/16 months
DO_20_1133_021w,DO-20-1133,20,83,21,21,5,6184,G27W1,<=5 months,5 months
DO_20_1083_069w,DO-20-1083,20,62,69,69,16,5078,G24W2,13-18 months,8/10/16 months
DO_20_1083_022w,DO-20-1083,20,57,22,21,5,5078,G24W2,<=5 months,5 months
DO_40_2068_148w,DO-40-2068,40,56,148,148,34,4974,G24W1,>=31 months,34+months
DO_40_2068_095w,DO-40-2068,40,53,95,96,22,4974,G24W1,19-24 months,22/28 months
DO_40_2068_120w,DO-40-2068,40,55,120,121,28,4974,G24W1,25-30 months,22/28 months
DO_40_2068_068w,DO-40-2068,40,51,68,69,16,4974,G24W1,13-18 months,8/10/16 months
DO_40_2068_021w,DO-40-2068,40,47,21,21,5,4974,G24W1,<=5 months,5 months
DO_40_2168_174w,DO-40-2168,40,129,174,174,40,6473,G28W1,>=31 months,34+months
DO_40_2168_148w,DO-40-2168,40,117,148,148,34,6473,G28W1,>=31 months,34+months
DO_40_2168_097w,DO-40-2168,40,115,97,96,22,6473,G28W1,19-24 months,22/28 months
DO_40_2168_121w,DO-40-2168,40,116,121,121,28,6473,G28W1,25-30 months,22/28 months
DO_40_2168_021w,DO-40-2168,40,109,21,21,5,6473,G28W1,<=5 months,5 months
DO_40_2168_069w,DO-40-2168,40,114,69,69,16,6473,G28W1,13-18 months,8/10/16 months
DO_1D_3048_069w,DO-1D-3048,1D,26,69,69,16,4113,G23W1,13-18 months,8/10/16 months
DO_1D_3048_044w,DO-1D-3048,1D,24,44,44,10,4113,G23W1,6-12 months,8/10/16 months
DO_1D_3048_023w,DO-1D-3048,1D,19,23,21,5,4113,G23W1,<=5 months,5 months
DO_1D_3048_096w,DO-1D-3048,1D,28,96,96,22,4113,G23W1,19-24 months,22/28 months
DO_1D_3048_148w,DO-1D-3048,1D,31,148,148,34,4113,G23W1,>=31 months,34+months
DO_20_1152_096w,DO-20-1152,20,102,96,96,22,6303,G27W2,19-24 months,22/28 months
DO_20_1152_174w,DO-20-1152,20,129,174,174,40,6303,G27W2,>=31 months,34+months
DO_20_1152_148w,DO-20-1152,20,106,148,148,34,6303,G27W2,>=31 months,34+months
DO_20_1152_044w,DO-20-1152,20,99,44,44,10,6303,G27W2,6-12 months,8/10/16 months
DO_20_1152_069w,DO-20-1152,20,100,69,69,16,6303,G27W2,13-18 months,8/10/16 months
DO_AL_0171_069w,DO-AL-0171,AL,113,69,69,16,6470,G28W1,13-18 months,8/10/16 months
DO_AL_0171_021w,DO-AL-0171,AL,107,21,21,5,6470,G28W1,<=5 months,5 months
DO_AL_0171_044w,DO-AL-0171,AL,111,44,44,10,6470,G28W1,6-12 months,8/10/16 months
DO_AL_0185_122w,DO-AL-0185,AL,127,122,121,28,6532,G28W2,25-30 months,22/28 months
DO_AL_0185_096w,DO-AL-0185,AL,125,96,96,22,6532,G28W2,19-24 months,22/28 months
DO_AL_0185_021w,DO-AL-0185,AL,118,21,21,5,6532,G28W2,<=5 months,5 months
DO_AL_0185_069w,DO-AL-0185,AL,122,69,69,16,6532,G28W2,13-18 months,8/10/16 months
DO_20_1139_096w,DO-20-1139,20,92,96,96,22,6185,G27W1,19-24 months,22/28 months
DO_20_1139_021w,DO-20-1139,20,84,21,21,5,6185,G27W1,<=5 months,5 months
DO_20_1139_044w,DO-20-1139,20,86,44,44,10,6185,G27W1,6-12 months,8/10/16 months
DO_40_2091_022w,DO-40-2091,40,58,22,21,5,5087,G24W2,<=5 months,5 months
DO_40_2091_096w,DO-40-2091,40,65,96,96,22,5087,G24W2,19-24 months,22/28 months
DO_AL_0039_023w,DO-AL-0039,AL,17,23,21,5,4104,G23W1,<=5 months,5 months
DO_AL_0039_069w,DO-AL-0039,AL,25,69,69,16,4104,G23W1,13-18 months,8/10/16 months
DO_2D_4085_121w,DO-2D-4085,2D,67,121,121,28,5095,G24W2,25-30 months,22/28 months
DO_2D_4085_043w,DO-2D-4085,2D,61,43,44,10,5095,G24W2,6-12 months,8/10/16 months
DO_40_2166_021w,DO-40-2166,40,108,21,21,5,6473,G28W1,<=5 months,5 months
DO_20_1088_069w,DO-20-1088,20,62,69,69,16,5078,G24W2,13-18 months,8/10/16 months
DO_20_1088_022w,DO-20-1088,20,57,22,21,5,5078,G24W2,<=5 months,5 months
DO_20_1088_121w,DO-20-1088,20,66,121,121,28,5078,G24W2,25-30 months,22/28 months
DO_20_1088_096w,DO-20-1088,20,66,96,96,22,5078,G24W2,19-24 months,22/28 months
DO_2D_4041_069w,DO-2D-4041,2D,26,69,69,16,4115,G23W1,13-18 months,8/10/16 months
DO_2D_4041_121w,DO-2D-4041,2D,30,121,121,28,4115,G23W1,25-30 months,22/28 months
DO_2D_4041_096w,DO-2D-4041,2D,29,96,96,22,4115,G23W1,19-24 months,22/28 months
DO_1D_3160_044w,DO-1D-3160,1D,100,44,44,10,6308,G27W2,6-12 months,8/10/16 months
DO_1D_3160_021w,DO-1D-3160,1D,97,21,21,5,6308,G27W2,<=5 months,5 months
DO_1D_3160_069w,DO-1D-3160,1D,101,69,69,16,6308,G27W2,13-18 months,8/10/16 months
DO_20_1116_069w,DO-20-1116,20,78,69,69,16,5880,G26W2,13-18 months,8/10/16 months
DO_20_1116_021w,DO-20-1116,20,75,21,21,5,5880,G26W2,<=5 months,5 months
DO_20_1116_120w,DO-20-1116,20,80,120,121,28,5880,G26W2,25-30 months,22/28 months
DO_2D_4142_021w,DO-2D-4142,2D,85,21,21,5,6191,G27W1,<=5 months,5 months
DO_2D_4142_096w,DO-2D-4142,2D,93,96,96,22,6191,G27W1,19-24 months,22/28 months
DO_2D_4142_121w,DO-2D-4142,2D,95,121,121,28,6191,G27W1,25-30 months,22/28 months
DO_2D_4142_069w,DO-2D-4142,2D,91,69,69,16,6191,G27W1,13-18 months,8/10/16 months
DO_40_2004_069w,DO-40-2004,40,5,69,69,16,3302,G22W1,13-18 months,8/10/16 months
DO_40_2004_038w,DO-40-2004,40,3,38,35,8,3302,G22W1,6-12 months,8/10/16 months
DO_40_2004_044w,DO-40-2004,40,1,44,44,10,3302,G22W1,6-12 months,8/10/16 months
DO_1D_3008_044w,DO-1D-3008,1D,2,44,44,10,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3008_069w,DO-1D-3008,1D,5,69,69,16,3308,G22W1,13-18 months,8/10/16 months
DO_1D_3008_038w,DO-1D-3008,1D,4,38,35,8,3308,G22W1,6-12 months,8/10/16 months
DO_AL_0149_096w,DO-AL-0149,AL,101,96,96,22,6301,G27W2,19-24 months,22/28 months
DO_AL_0149_069w,DO-AL-0149,AL,100,69,69,16,6301,G27W2,13-18 months,8/10/16 months
DO_AL_0149_044w,DO-AL-0149,AL,98,44,44,10,6301,G27W2,6-12 months,8/10/16 months
DO_AL_0050_069w,DO-AL-0050,AL,37,69,69,16,4332,G23W2,13-18 months,8/10/16 months
DO_AL_0050_121w,DO-AL-0050,AL,43,121,121,28,4332,G23W2,25-30 months,22/28 months
DO_AL_0050_020w,DO-AL-0050,AL,32,20,21,5,4332,G23W2,<=5 months,5 months
DO_AL_0191_021w,DO-AL-0191,AL,118,21,21,5,6532,G28W2,<=5 months,5 months
DO_AL_0191_044w,DO-AL-0191,AL,121,44,44,10,6532,G28W2,6-12 months,8/10/16 months
DO_2D_4014_069w,DO-2D-4014,2D,5,69,69,16,3313,G22W1,13-18 months,8/10/16 months
DO_2D_4014_044w,DO-2D-4014,2D,2,44,44,10,3313,G22W1,6-12 months,8/10/16 months
DO_2D_4014_038w,DO-2D-4014,2D,4,38,35,8,3313,G22W1,6-12 months,8/10/16 months
DO_2D_4007_044w,DO-2D-4007,2D,2,44,44,10,3312,G22W1,6-12 months,8/10/16 months
DO_2D_4007_069w,DO-2D-4007,2D,5,69,69,16,3312,G22W1,13-18 months,8/10/16 months
DO_2D_4007_097w,DO-2D-4007,2D,6,97,96,22,3312,G22W1,19-24 months,22/28 months
DO_2D_4007_038w,DO-2D-4007,2D,4,38,35,8,3312,G22W1,6-12 months,8/10/16 months
DO_AL_0048_096w,DO-AL-0048,AL,27,96,96,22,4105,G23W1,19-24 months,22/28 months
DO_AL_0048_069w,DO-AL-0048,AL,25,69,69,16,4105,G23W1,13-18 months,8/10/16 months
DO_AL_0048_023w,DO-AL-0048,AL,17,23,21,5,4105,G23W1,<=5 months,5 months
DO_AL_0048_044w,DO-AL-0048,AL,22,44,44,10,4105,G23W1,6-12 months,8/10/16 months
DO_1D_3079_021w,DO-1D-3079,1D,48,21,21,5,4977,G24W1,<=5 months,5 months
DO_1D_3074_021w,DO-1D-3074,1D,48,21,21,5,4977,G24W1,<=5 months,5 months
DO_1D_3074_148w,DO-1D-3074,1D,56,148,148,34,4977,G24W1,>=31 months,34+months
DO_20_1054_044w,DO-20-1054,20,36,44,44,10,4335,G23W2,6-12 months,8/10/16 months
DO_20_1054_148w,DO-20-1054,20,45,148,148,34,4335,G23W2,>=31 months,34+months
DO_20_1054_096w,DO-20-1054,20,41,96,96,22,4335,G23W2,19-24 months,22/28 months
DO_20_1054_069w,DO-20-1054,20,38,69,69,16,4335,G23W2,13-18 months,8/10/16 months
DO_20_1054_121w,DO-20-1054,20,44,121,121,28,4335,G23W2,25-30 months,22/28 months
DO_20_1054_020w,DO-20-1054,20,33,20,21,5,4335,G23W2,<=5 months,5 months
DO_2D_4159_121w,DO-2D-4159,2D,106,121,121,28,6300,G27W2,25-30 months,22/28 months
DO_2D_4159_069w,DO-2D-4159,2D,101,69,69,16,6300,G27W2,13-18 months,8/10/16 months
DO_40_2081_173w,DO-40-2081,40,67,173,174,40,5085,G24W2,>=31 months,34+months
DO_40_2081_022w,DO-40-2081,40,57,22,21,5,5085,G24W2,<=5 months,5 months
DO_40_2081_069w,DO-40-2081,40,63,69,69,16,5085,G24W2,13-18 months,8/10/16 months
DO_40_2081_121w,DO-40-2081,40,66,121,121,28,5085,G24W2,25-30 months,22/28 months
DO_40_2081_096w,DO-40-2081,40,66,96,96,22,5085,G24W2,19-24 months,22/28 months
DO_1D_3023_035w,DO-1D-3023,1D,9,35,35,8,3395,G22W2,6-12 months,8/10/16 months
DO_20_1164_021w,DO-20-1164,20,108,21,21,5,6471,G28W1,<=5 months,5 months
DO_20_1164_121w,DO-20-1164,20,116,121,121,28,6471,G28W1,25-30 months,22/28 months
DO_20_1164_044w,DO-20-1164,20,111,44,44,10,6471,G28W1,6-12 months,8/10/16 months
DO_20_1164_097w,DO-20-1164,20,115,97,96,22,6471,G28W1,19-24 months,22/28 months
DO_1D_3007_069w,DO-1D-3007,1D,5,69,69,16,3308,G22W1,13-18 months,8/10/16 months
DO_1D_3007_038w,DO-1D-3007,1D,4,38,35,8,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3007_044w,DO-1D-3007,1D,2,44,44,10,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3077_068w,DO-1D-3077,1D,52,68,69,16,4977,G24W1,13-18 months,8/10/16 months
DO_1D_3077_021w,DO-1D-3077,1D,48,21,21,5,4977,G24W1,<=5 months,5 months
DO_1D_3092_044w,DO-1D-3092,1D,61,44,44,10,5094,G24W2,6-12 months,8/10/16 months
DO_1D_3092_121w,DO-1D-3092,1D,67,121,121,28,5094,G24W2,25-30 months,22/28 months
DO_1D_3092_069w,DO-1D-3092,1D,64,69,69,16,5094,G24W2,13-18 months,8/10/16 months
DO_1D_3092_096w,DO-1D-3092,1D,65,96,96,22,5094,G24W2,19-24 months,22/28 months
DO_1D_3092_173w,DO-1D-3092,1D,67,173,174,40,5094,G24W2,>=31 months,34+months
DO_1D_3092_148w,DO-1D-3092,1D,67,148,148,34,5094,G24W2,>=31 months,34+months
DO_2D_4124_096w,DO-2D-4124,2D,81,96,96,22,5887,G26W2,19-24 months,22/28 months
DO_2D_4124_069w,DO-2D-4124,2D,78,69,69,16,5887,G26W2,13-18 months,8/10/16 months
DO_2D_4124_120w,DO-2D-4124,2D,80,120,121,28,5887,G26W2,25-30 months,22/28 months
DO_2D_4124_021w,DO-2D-4124,2D,76,21,21,5,5887,G26W2,<=5 months,5 months
DO_2D_4111_069w,DO-2D-4111,2D,73,69,69,16,5845,G26W1,13-18 months,8/10/16 months
DO_2D_4111_021w,DO-2D-4111,2D,70,21,21,5,5845,G26W1,<=5 months,5 months
DO_2D_4118_021w,DO-2D-4118,2D,76,21,21,5,5886,G26W2,<=5 months,5 months
DO_2D_4118_069w,DO-2D-4118,2D,78,69,69,16,5886,G26W2,13-18 months,8/10/16 months
DO_2D_4118_044w,DO-2D-4118,2D,77,44,44,10,5886,G26W2,6-12 months,8/10/16 months
DO_AL_0152_069w,DO-AL-0152,AL,100,69,69,16,6301,G27W2,13-18 months,8/10/16 months
DO_AL_0152_021w,DO-AL-0152,AL,93,21,21,5,6301,G27W2,<=5 months,5 months
DO_40_2172_021w,DO-40-2172,40,109,21,21,5,6474,G28W1,<=5 months,5 months
DO_40_2172_121w,DO-40-2172,40,116,121,121,28,6474,G28W1,25-30 months,22/28 months
DO_40_2172_097w,DO-40-2172,40,115,97,96,22,6474,G28W1,19-24 months,22/28 months
DO_40_2172_069w,DO-40-2172,40,114,69,69,16,6474,G28W1,13-18 months,8/10/16 months
DO_2D_4081_043w,DO-2D-4081,2D,61,43,44,10,5095,G24W2,6-12 months,8/10/16 months
DO_2D_4081_068w,DO-2D-4081,2D,64,68,69,16,5095,G24W2,13-18 months,8/10/16 months
DO_2D_4081_096w,DO-2D-4081,2D,65,96,96,22,5095,G24W2,19-24 months,22/28 months
DO_2D_4081_022w,DO-2D-4081,2D,59,22,21,5,5095,G24W2,<=5 months,5 months
DO_20_1063_121w,DO-20-1063,20,44,121,121,28,4337,G23W2,25-30 months,22/28 months
DO_20_1063_148w,DO-20-1063,20,45,148,148,34,4337,G23W2,>=31 months,34+months
DO_AL_0067_068w,DO-AL-0067,AL,50,68,69,16,4968,G24W1,13-18 months,8/10/16 months
DO_AL_0067_021w,DO-AL-0067,AL,46,21,21,5,4968,G24W1,<=5 months,5 months
DO_AL_0067_044w,DO-AL-0067,AL,48,44,44,10,4968,G24W1,6-12 months,8/10/16 months
DO_40_2173_021w,DO-40-2173,40,109,21,21,5,6474,G28W1,<=5 months,5 months
